Question,copilot_answer,luisgpt_answer,response_time,faithfulness_rating,faithfulness_reason,factualness_rating,factualness_reason,clarity_rating,clarity_reason,relevance_rating,relevance_reason,conciseness_rating,conciseness_reason,overall_rating,overall_reason
Orientation for new hire,"Para orientar a un nuevo empleado, sigue estos pasos:
1. Inicia sesión en HRCentral (HRC).
2. En la página de inicio, selecciona 'Información del Empleado'.
3. Selecciona 'Mis Formularios - Arreglo de Trabajo Flexible'.
4. Haz clic en el ícono de lápiz para completar el formulario de solicitud.
5. Bajo 'Tipo de Solicitud', selecciona 'Nueva' para enviar una nueva solicitud.
6. Completa todos los campos obligatorios y haz clic en 'Guardar', luego en 'Confirmar' para enviar la solicitud [1].

[1]: cite:1 ""Citation-1""","Welcome to Singtel! As a new hire, it's important to understand the company's policies and procedures to ensure a smooth transition and successful integration into your new role.

Firstly, please note that Singtel is committed to building a culture that values diversity and inclusion. We recognize that the diverse backgrounds, experiences, and perspectives of our people are essential to driving innovation and growth. Therefore, we embrace diversity in all its forms and are committed to providing equal opportunities for all employees.

In relation to your employment contract, please note that the company reserves the right to adjust your job scope, duties, and responsibilities as needed. Additionally, you may be required to work in any of the company's subsidiaries or other organizations during your term of employment.

Regarding relocation, if you are relocating to a new country, you will be provided with temporary accommodation for up to 14 days, and the company will cover the cost of your relocation flights if booked through the Corporate Travel Desk. Furthermore, you will be eligible for a one-time relocation allowance of up to SGD 2,800.

In terms of compensation, your salary will be based on the local salary structure of the hiring entity, and you will be eligible for employee benefits, performance bonuses, and long-term incentive plans, if applicable. However, if you are not mandatorily required to participate in the local social security scheme, the company will not provide alternative pension schemes.

As a people manager, building a diverse team is crucial to driving innovation. Internal hires can potentially add value by providing different ideas and perspectives to the team. Therefore, it is essential to provide necessary support and guidance for employees to move into their next role and ensure an effective transition.

Finally, please note that any income taxes arising from employment and personal income, including taxes in relation to allowances and benefits, shall be borne by you following your start of employment. You are responsible for submitting your personal tax returns to the relevant tax authorities for any income tax liabilities that may arise in both the home and new employment locations.

We hope this information helps you navigate your new role at Singtel. If you have any further questions or concerns, please do not hesitate to reach out to your HR representative or supervisor.",33.62660479545593,7,Copilot provides a step-by-step guide that is likely accurate but lacks context to fully verify.,6,Copilot's information seems mostly accurate but lacks citations and context to confirm all details.,8,Copilot presents the steps in a clear and understandable manner.,5,Copilot focuses narrowly on a specific task rather than providing a comprehensive orientation.,9,Copilot is concise and to the point.,7,"Copilot provides a useful but limited guide, with room for more comprehensive information."
What is the Exit Interview process?,"The Exit Interview process at Singtel involves your People & Culture Partner scheduling an exit interview with you once your termination of service is approved [1].

[1]: cite:1 ""Citation-1""","The Exit Interview process is not explicitly mentioned in the provided text. However, it can be inferred that the process involves the following steps:

1. Refer to the Leaving Employment policy on the Singtel sharepoint site (for Singtel employees).
2. Click on the Offboarding Guide on the Hush HR Resourcing Services SharePoint site (for Managers).
3. Wait for an email with instructions on the offboarding process nearer to your last day of service (for NCS employees).
4. Take important actions required from you, as mentioned in the Offboarding Guide.
5. Approach your People Partner for any further clarifications.

It's worth noting that the exact process may vary depending on your role and employment type, and the provided information may not be comprehensive. It's always best to consult with your HR representative or supervisor for personalized guidance on the exit interview process.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/policies/employment/pages/leaving%20employment.aspx' target='_blank'> leaving employment </a> 
- <a href='https://singtel.sharepoint.com/sites/hush_hrresourcingservices/Pages/Offboarding.aspx' target='_blank'> Offboarding </a> 
",33.697510719299316,7,Copilot accurately reflects the information provided but does not cover all aspects of the exit interview process.,6,Copilot provides accurate information but lacks comprehensive details about the entire process.,8,Copilot presents the information in a clear and understandable manner.,7,Copilot includes relevant details but misses some important steps in the process.,9,Copilot provides a concise summary of the information.,7,Copilot delivers a good answer but lacks completeness and some factual details.
What is the offboarding process in the Company?,"To clarify, did you mean:","The offboarding process in the company includes the following steps:

1. Refer to the Leaving Employment policy on the company's SharePoint site for information on the offboarding process.
2. Managers should click on the Offboarding Guide on the company's SharePoint site for further instructions.
3. NCS employees will receive an email with instructions on the offboarding process nearer to their last day of service.
4. There are important actions required from the employee, including clicking on the Offboarding Guide for details.
5. The employee's People Partner can provide assistance and answer any further clarifications. The People Partner's information can be found on the employee's My Profile tile on the HRCentral homepage.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/policies/employment/pages/leaving%20employment.aspx' target='_blank'> leaving employment </a> 
- <a href='https://singtel.sharepoint.com/sites/hush_hrresourcingservices/Pages/Offboarding.aspx' target='_blank'> Offboarding </a> 
",33.54451823234558,2,"Copilot does not provide any information about the offboarding process, instead it asks for clarification.",1,Copilot does not provide any factual information regarding the offboarding process.,5,Copilot's response is clear but does not address the question.,1,Copilot's response is not relevant to the question asked.,9,Copilot's response is concise but lacks the necessary information.,2,Copilot fails to provide a relevant and informative answer to the question.
Expense claim submission was routed to the wrong approver,"For correcting a wrongly routed expense claim submission, you should follow these steps:
1. Contact the HR department or the relevant personnel responsible for expense claim submissions at Singtel.
2. Explain the situation and provide details about the error in the routing of your expense claim.
3. Request guidance on the proper procedure to rectify the issue and ensure that your claim is directed to the correct approver.
4. Follow any instructions provided by the HR department to update the routing of your expense claim submission.

If you need further assistance, you can refer to the expense policies and reimbursement details available on the Singtel HR portal [1]​[2].

[1]: cite:1 ""Citation-1""
[2]: cite:2 ""Citation-2""Sorry, something unexpected happened. We’re looking into it. Error code: OutgoingMessageSizeTooBig. Conversation ID: L6xvPeBy28t2BdUmGLdemh-as. Time (UTC): 8/20/2024 10:25:25 AM.","Sorry to hear that your expense claim submission was routed to the wrong approver. Unfortunately, I'm a large language model, I don't have access to your company's specific HR systems or processes, so I cannot provide you with the exact steps to resolve the issue. However, I can offer some general advice on how to proceed.

Firstly, you may want to check your company's expense claim policy to see if there is a process for correcting mistaken approvers. If there is, you can follow the process to request that the claim be reassigned to the correct approver.

If there isn't a specific process in place, you can try contacting your HR department or the person who manages your company's expense claims to request their assistance in rectifying the situation. They may be able to provide you with guidance on how to proceed or assist you in reassigning the claim to the correct approver.

In any case, it's important to keep a record of all correspondence and actions taken related to the issue, including any communication with the incorrect approver, to ensure that you have a paper trail in case of any disputes or audits.

Lastly, it may be helpful to double-check the approval process for future expense claims to ensure that they are being routed to the correct approver to avoid similar issues from occurring in the future.",33.73996925354004,8,Copilot accurately reflects the general steps one might take to correct a wrongly routed expense claim.,7,Copilot provides mostly accurate information but assumes specific procedures that may not apply universally.,9,Copilot presents information in a clear and understandable manner.,6,"Copilot includes some irrelevant details, such as specific references to Singtel and citations that are not necessary.",8,"Copilot provides a concise summary of the steps to take, though it could be more succinct.",7,Copilot delivers a good answer but includes some irrelevant details and assumptions.
I want to know the latest per diem rate. Thank you.,"For details on the latest per diem rate for Singtel employees, please refer to the Local Expense Policies & Reimbursement document available at the following website link: https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Documents/Travel%20Info_v9.pdf [1].

[1]: cite:1 ""Citation-1""Sorry, something unexpected happened. We’re looking into it. Error code: OutgoingMessageSizeTooBig. Conversation ID: Ly9SSBljUYkGoZB70elh00-as. Time (UTC): 8/20/2024 10:26:03 AM.","Sure, here's the answer:

You can refer to this link for the latest Daily Per Diem Limits: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Expense-and-Travel/Pages/Per%20Diem%20Rate.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Expense-and-Travel/Pages/Per%20Diem%20Rate.aspx></a>.",33.76136589050293,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,7,Copilot delivers a good answer but includes an error message that affects the overall quality.
My credit transaction is missing in the Concur expense system,"For assistance with missing credit transactions in the Concur expense system, please follow these steps:
1. Log in to the Concur expense system using your credentials.
2. Navigate to the transaction history or search function to locate the missing credit transaction.
3. Check for any filters or search options that can help narrow down the results.
4. If you are unable to locate the transaction, consider reaching out to the system administrator or support team for further assistance.
5. Provide relevant details such as the date, amount, and any other transaction specifics to expedite the search process.

If you need further guidance, you can refer to the expense policies and reimbursement details provided in the documents [1]​[2].

[1]: cite:1 ""Citation-1""
[2]: cite:2 ""Citation-2""Sorry, something unexpected happened. We’re looking into it. Error code: OutgoingMessageSizeTooBig. Conversation ID: AgcFrLmPryF6E6RK8YFutn-as. Time (UTC): 8/20/2024 10:26:48 AM.","Hello! I'm Luis. Sorry to hear that your credit transaction is missing in the Concur expense system. Can you please provide me with more information about the transaction, such as the date, amount, and reference number? Additionally, have you checked your receipt store to see if the transaction has been uploaded? If you're still unable to locate the transaction, I suggest contacting our technical support team for further assistance.",33.752875566482544,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,8,Copilot delivers a good answer with room for improvement.
will my pay be adjusted when I apply for an internal opportunity?,"To clarify, did you mean:","Hi there! As a Human Resource (HR) Assistant, I'm here to help you with any questions you might have regarding Singtel's internal mobility policies.

Regarding your question, if you are applying for an internal opportunity, your pay will not be adjusted automatically. However, if you are successful in your application and the new role has a different pay grade than your current role, your pay will be adjusted accordingly.

It's important to note that internal candidates are given priority for job openings, and you are encouraged to discuss your career aspirations and interests with your manager. If you are interested in applying for an internal opportunity, you can search for available vacancies via our internal career portal.

Additionally, it's worth mentioning that Singtel has a ""Internal like External"" policy, which means that internal candidates will be assessed based on the same criteria as external candidates. This ensures a fair and transparent selection process.

If you have any further questions or concerns, feel free to reach out to me or your HR representative. We're always here to help!

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",33.560041189193726,2,Copilot does not provide a direct answer to the question and instead asks for clarification.,1,Copilot does not provide any factual information related to the question.,3,Copilot's response is clear but does not address the question.,1,Copilot's response is not relevant to the question asked.,5,Copilot's response is concise but not informative.,2,Copilot fails to provide a useful answer to the question.
what is the AIA vitality programme?,"The AIA Vitality Program is a wellness program that promotes a healthy lifestyle and rewards employees based on health outcomes. It includes benefits, membership fees, and an enrollment process. To sign up, employees need to send the completed registration form to AIA Vitality via email at sg.eb.singtel@aia.com. Once enrolled, employees can participate in weekly challenges and redeem rewards through the AIA Vitality app [1].

[1]: cite:1 ""Citation-1""","Based on the given context, the AIA Vitality Program is a benefits program offered by Singtel for its employees. It is a wellness program that provides employees with various benefits, including health checks, medical screenings, and fitness programs. The program aims to promote employee health and wellness and encourage healthy lifestyle choices.

To sign up for the AIA Vitality Program, employees can refer to the link provided in the answer: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/AIA%20Vitality%20Program.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/AIA%20Vitality%20Program.aspx></a>.

It is not necessary to have an existing AIA Insurance policy to sign up for the AIA Vitality Program. However, employees should note that the program is only open to Singtel employees and may have specific eligibility requirements.

Employees who wish to terminate their participation in the AIA Vitality Program can do so by contacting HR Assist.",33.63695764541626,7,Copilot accurately reflects the general idea of the AIA Vitality Program but includes some assumptions not explicitly stated in the source.,6,"Copilot provides mostly accurate information but includes some inaccuracies, such as the specific email address for registration.",8,"Copilot presents information in a clear and understandable manner, though some details could be more precise.",7,Copilot includes mostly relevant details but adds some specifics that may not be necessary for a general understanding.,7,Copilot provides a relatively concise summary but could omit some less relevant details.,8,Copilot delivers a good answer with some room for improvement in accuracy and relevance.
Are there bicycle parks at SRN?,"Yes, there are bicycle parking facilities available at Singtel Recreation Club (SRC) at SRN. If you need more specific details or have any other questions, feel free to ask!
AI-generated content may be incorrect","Hello! As an HR Assistant, I'm happy to help you with your query. Yes, there are bicycle parks available at SRN. In fact, we have designated bicycle parking areas at various locations within the campus. These parking areas are conveniently located near the building entrances and are easily accessible for our employees who prefer to cycle to work.

If you're interested in using the bicycle parking facilities, please feel free to ask our Facilities team for more information or assistance. They'll be able to provide you with further details on the location of the nearest bicycle park and any other requirements you may need to fulfill.

Remember, at Singtel, we encourage our employees to adopt eco-friendly practices and promote a healthy work-life balance. Cycling to work is a great way to achieve both these goals, and we're happy to support you in any way we can!",33.47697424888611,7,Copilot accurately reflects the information but does not specify the exact location of the bicycle parks.,6,Copilot provides generally accurate information but lacks specific details about the bicycle parks at SRN.,8,"Copilot presents information in a clear and understandable manner, but could be more specific.",7,Copilot's response is mostly relevant but includes a mention of Singtel Recreation Club (SRC) which may not be directly related to SRN.,9,Copilot provides a concise summary of the information without unnecessary details.,8,Copilot delivers a good answer but could improve by providing more specific details and ensuring all information is directly relevant.
We have RTOF. Can I work flexibly from home from India?,"The Return-to-Office-with-Flex (RTOF) policy allows for flexibility to work remotely when needed, such as for focused work or pressing personal commitments. You should inform your manager if you need to work remotely, ensuring it does not exceed one day a week. This policy aims to help manage work and personal commitments, with the option for half-day arrangements if necessary. For more permanent flexible work arrangements, consider the Flexible-Work-Arrangement (FWA) options available. Discuss your specific needs with your manager to find suitable arrangements [1].

[1]: cite:1 ""Citation-1""You can request to work flexibly from home while in India by discussing with your manager and following the Flexible Work Arrangement (FWA) guidelines provided by Singtel [1]​[2].

[1]: cite:1 ""Citation-1""
[2]: cite:2 ""Citation-2""","Hello! I'm Luis, HR Assistant at Singtel. Unfortunately, the information you've provided doesn't contain details about working from India. Our RTO (Return-to-Office) policy is designed to ensure that employees can work effectively from anywhere, but it's essential to note that working from India may not be feasible due to various reasons such as visa requirements, work permits, and compliance with local regulations.

To clarify, the RTO policy applies to employees working in Singapore. If you're interested in working from India, you should discuss this with your manager and HR representative to explore available options. Additionally, you can check the Singtel intranet for information on remote work arrangements and guidelines for international remote work.

Please note that any requests for remote work from India must be evaluated on a case-by-case basis, considering factors such as job requirements, performance expectations, and compliance with local regulations. It's crucial to ensure that any remote work arrangement does not compromise your productivity, work quality, or the company's interests.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",34.003297090530396,7,Copilot mostly reflects the information provided in the source but adds some details not explicitly mentioned.,6,Copilot provides generally accurate information but includes assumptions not supported by the source.,8,"Copilot presents information in a clear and understandable manner, though it could be more straightforward.",5,Copilot includes several irrelevant details that do not directly answer the question about working from India.,7,Copilot provides a relatively concise summary but could be more to the point.,7,Copilot delivers a good answer but includes unnecessary details and assumptions.
How do I update my education records?,"To update your education records with Singtel HR, you should follow these steps:
1. Fill out the Education Record Update Form provided by Singtel HR.
2. Submit the completed form along with any supporting documents, such as certificates or transcripts, to the HR department.
3. Ensure that the information provided is accurate and up-to-date to maintain the integrity of your education records.
4. If you have any questions or need assistance with the process, you can reach out to the Data Protection Office for guidance [1].

[1]: cite:1 ""Citation-1""","Hi there! I'm Luis. To update your education records, please follow these steps:

1. Go to HRCentral > Home > Employee Info > Scroll to History section
2. Navigate to Formal Education
3. Click on the Pencil icon
4. Click on the ���+ Add�۝ button
5. Fill in all relevant and/or required fields
6. Click ���Save�۝ once done. The pop-up window will close
7. Click on the Pencil icon beside ���Formal Education�۝ again
8. Click ���Indicate Highest Education Level�۝ link on the top left
9. Click on the Pencil icon beside ���Other Details�۝
10. Update your Highest Education level from the dropdown list (where relevant)
11. Click ���Save�۝

If you are not able to find your intended school, you can raise a HR Assist ticket by clicking here.

Employees cannot update the 'highest education level' in HRCentral. Please scan and email the academic certificate and result transcripts to your People Partner, **<HR Manager Preferred Name> <HR Manager Last Name>**. Once your HR Manager has verified, he/she will liaise with People Ops team to update your education level in HRCentral. You will be notified by People Ops team within 1 week when it has been updated.

I hope this helps! If you have any further questions, feel free to ask.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.service-now.com/hr?id=sc_cat_item&sys_id=9240640edb7aa81053bd010bd3961927&sysparm_category=68eda518db6b4c5058647b088c9619d5' target='_blank'> HR Assist </a> 
",33.43943786621094,7,Copilot provides a general process for updating education records but does not specify the exact steps or platform used by Singtel HR.,6,Copilot's instructions are generally correct but lack specific details that might be crucial for the actual process.,8,"Copilot presents the information in a clear and understandable manner, though it could benefit from more specific details.",7,Copilot includes mostly relevant details but the mention of the Data Protection Office might not be directly relevant to updating education records.,9,Copilot provides a concise summary of the steps needed to update education records.,7,Copilot delivers a good answer but lacks specific details and includes some potentially irrelevant information.
Where do I get my payslip?,"You can access your payslip through the HRCentral platform. Please log in to your HRCentral account to view and download your payslip [1].

[1]: cite:1 ""Citation-1""","You can view your payslip via HRCentral > Home > select ""View Payroll Information"" > Click on ""Payroll"". For past month payslips, click on ""<"" on the top of the portlet. If you have any enquiries regarding payslips, you can approach the Payroll Team via HR Assist > <a href=""https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category"" target=""_blank"">Payroll and Tax</a>.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",33.761279821395874,7,Copilot accurately reflects the general method of accessing payslips but lacks specific navigation details.,7,Copilot provides accurate information but does not specify the exact steps or additional resources.,9,Copilot presents the information in a clear and straightforward manner.,9,Copilot's response is highly relevant to the question asked.,9,Copilot provides a concise answer without unnecessary details.,8,Copilot delivers a good answer but could improve by adding more specific navigation details.
"I successfully referred a friend, how do I get paid for the referral fee?","To clarify, did you mean:","Hi there! I'm happy to help you with your question. According to the information provided, the processing of the referral award may take about a month after the completion of 3 months of service or the completion of probation, whichever is later, subject to both you and the referred candidate still being in service and not having served notice of resignation.

However, do note that the referral reward will not be applicable in certain circumstances, such as if the referred candidate is an employee in any of Singtel's subsidiaries and joint ventures, an employee of strategic partners, or has been directly or indirectly employed by Singtel Group within the last one year.

To clarify your eligibility and get an update on the status of your referral, you can approach the Talent Acquisition Manager who hired your friend.

Regarding the payment process, it's not specified in the provided information. However, it's likely that the referral award will be paid out through the company's payroll system, and you'll receive the payment along with your regular salary.

I hope this helps! Let me know if you have any further questions.",33.56654453277588,1,Copilot does not provide any relevant information regarding the referral fee process.,1,Copilot does not provide any factual information related to the question.,2,Copilot's response is clear but does not address the question.,1,Copilot's response is completely irrelevant to the question asked.,5,Copilot's response is concise but lacks any useful information.,1,Copilot fails to provide a useful or relevant answer to the question.
Can I get referral award for temporary position?,"Contract employees are a transient workforce intended to provide relief for regular employee absences or augment staff for increased workloads, not for referring candidates to temporary positions [1]. Referral awards are applicable to successful candidates joining as regular employees, direct contractors, or agency contractors with contract terms of 12 months and above [2].

[1]: cite:1 ""Citation-1""
[2]: cite:2 ""Citation-2""","No, you are not eligible for a referral award for a temporary position. The Singtel Employee Referral Programme is only applicable for the placement of regular, direct contract, and agency contract positions with a contract term of 12 months and above.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Pages/Employee%20Referral%20Program.aspx' target='_blank'> Employee Referral Program </a> 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Documents/Quick%20Reference%20Guide%20-%20Refer%20A%20Friend.pdf' target='_blank'> Quick Reference Guide - Refer A Friend.pdf </a> 
- <a href='https://groupcareers.singtel.com/search/' target='_blank'> https://groupcareers.singtel.com/search/ </a> 
",33.91230344772339,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
What is the process to refer a friend?,"To refer a friend to Singtel, you can follow these steps: 
1. Visit the Singtel Group Career Portal to view available positions [1].
2. Use the HRCentral Referral Tracking system to refer your friend to potential jobs within the Singtel Group [1].
3. Submit the referral via HRCentral Career Opportunities before the interview process begins [1].
4. Ensure the referred candidate applies online via the referral link you sent to qualify for the referral award [1].
5. The referred candidate will go through the standard screening and interview process before final selection [1].

[1]: cite:1 ""Citation-1""","The process to refer a friend is to forward the job advertisement to the candidate using the ""Refer Friend to Job"" feature in HRCentral Referral Tracking. This is the only way to be eligible for the 'Refer A Friend' award.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Pages/Employee%20Referral%20Program.aspx' target='_blank'> Employee Referral Program </a> 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Documents/Quick%20Reference%20Guide%20-%20Refer%20A%20Friend.pdf' target='_blank'> Quick Reference Guide - Refer A Friend.pdf </a> 
",33.73303484916687,7,Copilot generally reflects the process but adds steps that may not be necessary.,6,Copilot includes some steps that are not explicitly mentioned in the source.,8,Copilot presents the steps in a clear and logical order.,7,Copilot includes mostly relevant details but some steps may be extraneous.,7,Copilot is fairly concise but could be more succinct.,7,Copilot provides a good answer but includes some unnecessary details and minor inaccuracies.
I have an IT issue. Where can i log the incident.,"For IT issues, you can log the incident with Singtel HR by raising an IT incident on IT Assist or contacting the IT Service Desk at 6838 3955 [1].

[1]: cite:1 ""Citation-1""","Hi there! Looks like you need help from our IT. You may log an incident via <a href=""https://singtel.service-now.com/sp"" target=""_blank"">IT Assist</a> or call them via the hotline provided below:
IT Service Desk Hotline: 6838 3955
NCS IS Service Desk Hotline: 6776 9595
Alternatively, you may also try asking my sister, Iris. Simply click on the link <a href=""https://88168-stgp.singtel.com/it"" target=""_blank"">here</a> to be redirected.",33.50152564048767,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,7,"Copilot includes mostly relevant details but mentions Singtel HR, which may not be necessary.",8,Copilot provides a concise summary of the information.,8,Copilot delivers a good answer with minor areas for improvement.
What is the CPF rate for age 55,"For employees aged 55, the CPF (Central Provident Fund) contribution rates in Singapore are as follows:

### For employees aged 55 to 60:
- **Employer's contribution**: 14%
- **Employee's contribution**: 14%

### For employees aged 60 to 65:
- **Employer's contribution**: 10%
- **Employee's contribution**: 8.5%

### For employees aged above 65:
- **Employer's contribution**: 7.5%
- **Employee's contribution**: 5%

These rates are subject to change, so it's always a good idea to check the latest information on the official CPF Board website or consult with your HR department for the most accurate and up-to-date details.
AI-generated content may be incorrect","Based on the information provided, the CPF rate for age 55 is not explicitly mentioned. However, according to the CPF website, the CPF contribution rate for employees aged 55 and above is 12.5% of their gross salary, which is split equally between the employer and employee. Therefore, the CPF rate for age 55 is 6.25% of the employee's gross salary.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.service-now.com/hr?id=sc_cat_item&sys_id=7803e224db1b441058647b088c96197a&sysparm_category=6683f210dbd3041058647b088c96193f' target='_blank'> HR Assist </a>
- If you have any queries, please visit <a href='https://singtel.service-now.com/hr?id=sc_cat_item&sys_id=7803e224db1b441058647b088c96197a&sysparm_category=6683f210dbd3041058647b088c96193f' target='_blank'> HR Assist </a> to raise a ticket",33.42151737213135,6,Copilot provides accurate CPF rates for different age groups but does not explicitly state the rate for exactly age 55.,7,"Copilot provides mostly accurate information but does not specify the exact rate for age 55, which could lead to confusion.",8,"Copilot presents information in a clear and understandable manner, though it could be more precise.",7,"Copilot includes relevant CPF rates but also provides information for other age groups, which may not be necessary.",7,Copilot provides a concise summary but could be more focused on the specific age group in question.,7,Copilot delivers a good answer but lacks precision in addressing the specific age of 55.
Can I take annual leave during my probation period?,"To clarify, did you mean:","Yes, you can apply for annual leave while you are still under probation, subject to direct manager's approval. However, it is important to note that your probationary status does not affect your eligibility for annual leave. You can find more information about the leave policy in the <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/policies/leave/pages/leave.aspx"" target=""_blank"">Leave Policy</a> document.",33.51798605918884,2,Copilot does not provide an answer to the question asked.,1,Copilot does not provide any factual information related to the question.,3,Copilot's response is clear but does not address the question.,1,Copilot's response is not relevant to the question.,5,Copilot's response is concise but not useful.,2,Copilot fails to provide a relevant or useful answer to the question.
Can i apply Medical Leave with MC obtained from overseas? ,"Medical certificates from overseas medical clinics or hospitals are not recognized. Only medical certificates issued by overseas panel medical clinics may be recognized for Medical Leave applications [1].

[1]: cite:1 ""Citation-1""","Hi there! As a HR Assistant, I'm happy to help you with your questions. Based on the information provided, it seems that you are asking if you can apply for Medical Leave with a Medical Certificate (MC) obtained from overseas.

The answer is yes, you can apply for Medical Leave with an MC from overseas, but there are some conditions to note. According to the Medical Leave Policy, employees can apply for Medical Leave with an MC issued by a registered medical or dental practitioner. However, the policy also states that supporting documents or medical certificates from non-panel overseas clinics or hospitals are not recognized.

Therefore, if you obtain an MC from an overseas clinic or hospital that is not part of the company's panel, it may not be accepted for Medical Leave purposes. It's always best to check with your HR representative or the company's Medical Leave Policy to confirm the requirements and procedures for applying for Medical Leave with an MC from overseas.

Additionally, as mentioned in the policy, there is no half-day Medical, Sick, or Hospitalisation leave. Employees who are unwell may apply up to 3 days of non-consecutive sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement.

I hope this helps clarify things for you. If you have any further questions or concerns, please don't hesitate to reach out to me or your HR representative.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a>",33.71673011779785,7,Copilot accurately reflects the general policy but does not specify the conditions under which overseas MCs are accepted.,6,Copilot's information is mostly accurate but lacks detail on the acceptance of overseas panel clinics.,8,Copilot presents the information in a clear and understandable manner.,7,Copilot includes mostly relevant details but could be more specific about the conditions.,9,Copilot provides a concise summary of the information without unnecessary details.,8,Copilot delivers a good answer but could improve by including more specific conditions for acceptance of overseas MCs.
