Question,copilot_answer,luisgpt_answer,response_time,faithfulness_rating,faithfulness_reason,factualness_rating,factualness_reason,clarity_rating,clarity_reason,relevance_rating,relevance_reason,conciseness_rating,conciseness_reason,overall_rating,overall_reason
I want to know the latest per diem rate. Thank you.,"For details on the latest per diem rate for Singtel employees, please refer to the Local Expense Policies & Reimbursement document available at the following website link: https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Documents/Travel%20Info_v9.pdf [1].

[1]: cite:1 ""Citation-1""Sorry, something unexpected happened. We’re looking into it. Error code: OutgoingMessageSizeTooBig. Conversation ID: FYMrk1M9blO1V31s9GaR1A-as. Time (UTC): 8/21/2024 2:44:23 PM.","Sure, here's the answer:

You can refer to this link for the latest Daily Per Diem Limits: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Expense-and-Travel/Pages/Per%20Diem%20Rate.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Expense-and-Travel/Pages/Per%20Diem%20Rate.aspx></a>.",39.694270324707034,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
My credit transaction is missing in the Concur expense system,"For assistance with missing credit transactions in the Concur expense system, please follow these steps:
1. Log in to the Concur expense system using your credentials.
2. Navigate to the transaction history or search function to locate the missing credit transaction.
3. Check for any filters or search options that can help narrow down the results.
4. If you are unable to locate the transaction, consider reaching out to the system administrator or support team for further assistance.

If you need additional guidance, you can refer to the relevant expense policies and reimbursement details provided in the documents [1]​[2].

[1]: cite:1 ""Citation-1""
[2]: cite:2 ""Citation-2""Sorry, something unexpected happened. We’re looking into it. Error code: OutgoingMessageSizeTooBig. Conversation ID: 7uA8Y47XvPufIBe32Agup-as. Time (UTC): 8/21/2024 2:45:08 PM.","Hello! I'm Luis. Sorry to hear that your credit transaction is missing in the Concur expense system. Can you please provide me with more information about the transaction, such as the date, amount, and reference number? Additionally, have you checked your receipt store to see if the transaction has been uploaded? If you're still unable to locate the transaction, I suggest contacting our technical support team for further assistance.",39.295705270767215,8,Copilot accurately reflects the steps typically involved in resolving a missing credit transaction in the Concur expense system.,7,"Copilot provides mostly accurate information but does not mention specific features of Concur that might be relevant, such as the 'Import' function for credit card transactions.",9,"Copilot presents information in a clear and understandable manner, with step-by-step instructions.",7,Copilot includes mostly relevant details but the mention of 'expense policies and reimbursement details' might not be directly useful for locating a missing transaction.,8,"Copilot provides a concise summary of the steps to take, though the error message at the end detracts slightly from the conciseness.",8,"Copilot delivers a good answer with clear steps, though there is room for improvement in relevance and factual details."
Are there bicycle parks at SRN?,"Yes, there are bicycle parking facilities available at Singtel Recreation Club (SRC) at SRN. If you need more specific details or have any other questions, feel free to ask!
AI-generated content may be incorrect","Hello! As an HR Assistant, I'm happy to help you with your query. Yes, there are bicycle parks available at SRN. In fact, we have designated bicycle parking areas at various locations within the campus. These parking areas are conveniently located near the building entrances and are easily accessible for our employees who prefer to cycle to work.

If you're interested in using the bicycle parking facilities, please feel free to ask our Facilities team for more information or assistance. They'll be able to provide you with further details on the location of the nearest bicycle park and any other requirements you may need to fulfill.

Remember, at Singtel, we encourage our employees to adopt eco-friendly practices and promote a healthy work-life balance. Cycling to work is a great way to achieve both these goals, and we're happy to support you in any way we can!",39.8751139163971,7,Copilot accurately states that there are bicycle parking facilities at SRN but incorrectly names the location as Singtel Recreation Club (SRC).,6,Copilot provides mostly accurate information but incorrectly identifies the location as Singtel Recreation Club (SRC) instead of SRN.,9,Copilot presents information in a clear and understandable manner.,8,Copilot includes relevant details but the mention of Singtel Recreation Club (SRC) is incorrect.,9,Copilot provides a concise summary of the information.,8,Copilot delivers a good answer but has some inaccuracies regarding the location.
We have RTOF. Can I work flexibly from home from India?,"The Return-to-Office-with-Flex (RTOF) policy allows for flexibility to work remotely when needed, such as for focused work or pressing personal commitments. You should inform your manager if you need to work remotely, ensuring it does not exceed one day a week. This policy aims to help manage work and personal commitments, with the option for half-day arrangements if necessary. For more permanent remote work options, consider the Flexible-Work-Arrangement (FWA) schemes available. Discuss your specific needs with your manager to find suitable arrangements [1].

[1]: cite:1 ""Citation-1""","Hello! I'm Luis, HR Assistant at Singtel. Unfortunately, the information you've provided doesn't contain details about working from India. Our RTO (Return-to-Office) policy is designed to ensure that employees can work effectively from anywhere, but it's essential to note that working from India may not be feasible due to various reasons such as visa requirements, work permits, and compliance with local regulations.

To clarify, the RTO policy applies to employees working in Singapore. If you're interested in working from India, you should discuss this with your manager and HR representative to explore available options. Additionally, you can check the Singtel intranet for information on remote work arrangements and guidelines for international remote work.

Please note that any requests for remote work from India must be evaluated on a case-by-case basis, considering factors such as job requirements, performance expectations, and compliance with local regulations. It's crucial to ensure that any remote work arrangement does not compromise your productivity, work quality, or the company's interests.

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",40.84228940010071,7,Copilot accurately reflects the general idea of the RTOF policy but does not address the specific question about working from India.,6,"Copilot provides mostly accurate information about the RTOF policy but fails to mention any specific details about working from India, which is crucial for the question.",8,"Copilot presents information in a clear and understandable manner, but the answer could be more direct in addressing the specific question.",5,"Copilot includes relevant details about the RTOF policy but does not directly address the feasibility of working from India, which is the core of the question.",7,Copilot provides a concise summary of the RTOF policy but includes some unnecessary details that do not directly answer the question.,7,"Copilot delivers a good answer about the RTOF policy but fails to directly address the specific question about working from India, leaving room for improvement."
How do I update my education records?,"To update your education records with Singtel HR, you should follow these steps:
1. Fill out the Education Update Form available on the Singtel HR portal.
2. Provide accurate and complete information regarding your updated education details.
3. Submit the form to the HR department for processing and verification.
4. Ensure to keep a copy of the submitted form for your records and reference.

For more detailed guidelines or specific procedures, you can refer to the Singtel Personal Data Guidelines for People Managers document [1].

[1]: cite:1 ""Citation-1""","Hi there! I'm Luis. To update your education records, please follow these steps:

1. Go to HRCentral > Home > Employee Info > Scroll to History section
2. Navigate to Formal Education
3. Click on the Pencil icon
4. Click on the ���+ Add�۝ button
5. Fill in all relevant and/or required fields
6. Click ���Save�۝ once done. The pop-up window will close
7. Click on the Pencil icon beside ���Formal Education�۝ again
8. Click ���Indicate Highest Education Level�۝ link on the top left
9. Click on the Pencil icon beside ���Other Details�۝
10. Update your Highest Education level from the dropdown list (where relevant)
11. Click ���Save�۝

If you are not able to find your intended school, you can raise a HR Assist ticket by clicking here.

Employees cannot update the 'highest education level' in HRCentral. Please scan and email the academic certificate and result transcripts to your People Partner, **<HR Manager Preferred Name> <HR Manager Last Name>**. Once your HR Manager has verified, he/she will liaise with People Ops team to update your education level in HRCentral. You will be notified by People Ops team within 1 week when it has been updated.

I hope this helps! If you have any further questions, feel free to ask.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.service-now.com/hr?id=sc_cat_item&sys_id=9240640edb7aa81053bd010bd3961927&sysparm_category=68eda518db6b4c5058647b088c9619d5' target='_blank'> HR Assist </a> 
",37.967524719238284,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
"I successfully referred a friend, how do I get paid for the referral fee?","To receive the referral fee for a successful referral, you must ensure that both you and the referred candidate are in service at the time of payment and neither is serving notice of resignation. The processing of the referral award may take about a month after the completion of 3 months of service or the completion of probation, depending on the type of employment of the candidate. All referral awards will be credited through payroll [1].

[1]: cite:1 ""Citation-1""To receive payment for the referral fee, you need to ensure that your friend has met all the necessary criteria and conditions for the referral program. Typically, referral fees are processed and paid out according to the terms outlined in the referral program guidelines. You may need to check the specific details of the referral program, including the payment schedule and method, to know when and how you will receive the referral fee [1].

[1]: cite:1 ""Citation-1""","Hi there! I'm happy to help you with your question. According to the information provided, the processing of the referral award may take about a month after the completion of 3 months of service or the completion of probation, whichever is later, subject to both you and the referred candidate still being in service and not having served notice of resignation.

However, do note that the referral reward will not be applicable in certain circumstances, such as if the referred candidate is an employee in any of Singtel's subsidiaries and joint ventures, an employee of strategic partners, or has been directly or indirectly employed by Singtel Group within the last one year.

To clarify your eligibility and get an update on the status of your referral, you can approach the Talent Acquisition Manager who hired your friend.

Regarding the payment process, it's not specified in the provided information. However, it's likely that the referral award will be paid out through the company's payroll system, and you'll receive the payment along with your regular salary.

I hope this helps! Let me know if you have any further questions.",44.81926579475403,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
Can I get referral award for temporary position?,"Contract employees are a transient workforce intended to provide relief for regular employee absences or augment staff for increased workloads, not for regular workforce purposes [1]. Temporary employees may be recruited under specific circumstances, such as completing projects or urgent vacancies, and are hired through empaneled recruitment agencies [1]. Referral awards are applicable to successful candidates joining as regular employees, direct contractors, or agency contractors with contract terms of 12 months and above [2]. Referral awards are not applicable for temporary positions [1].

[1]: cite:1 ""Citation-1""
[2]: cite:2 ""Citation-2""","No, you are not eligible for a referral award for a temporary position. The Singtel Employee Referral Programme is only applicable for the placement of regular, direct contract, and agency contract positions with a contract term of 12 months and above.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Pages/Employee%20Referral%20Program.aspx' target='_blank'> Employee Referral Program </a> 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Documents/Quick%20Reference%20Guide%20-%20Refer%20A%20Friend.pdf' target='_blank'> Quick Reference Guide - Refer A Friend.pdf </a> 
- <a href='https://groupcareers.singtel.com/search/' target='_blank'> https://groupcareers.singtel.com/search/ </a> 
",38.98041028976441,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
What is the process to refer a friend?,"To refer a friend to Singtel HR, follow these steps:
1. Visit the Singtel Group Career Portal to view available positions [1].
2. Use the HRCentral Referral Tracking system to refer a candidate to potential jobs within the Singtel Group [1].
3. Submit referrals via HRCentral Career Opportunities before the interview process to be eligible for the referral award [1].
4. Ensure the referred candidate applies online via the referral link sent by you to qualify for the referral award [1].
5. The referred candidate will go through the normal screening and interview process before final selection [1].
6. Refrain from making promises to the candidate as employment is not guaranteed [1].
7. The referral award will be credited through payroll after specific conditions are met [1].

[1]: cite:1 ""Citation-1""","The process to refer a friend is to forward the job advertisement to the candidate using the ""Refer Friend to Job"" feature in HRCentral Referral Tracking. This is the only way to be eligible for the 'Refer A Friend' award.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Pages/Employee%20Referral%20Program.aspx' target='_blank'> Employee Referral Program </a> 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recruitment/Documents/Quick%20Reference%20Guide%20-%20Refer%20A%20Friend.pdf' target='_blank'> Quick Reference Guide - Refer A Friend.pdf </a> 
",40.64019508361817,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
I have an IT issue. Where can i log the incident.,"For IT issues, you can log the incident with Singtel HR by raising an IT incident on IT Assist or contacting the IT Service Desk at 6838 3955 [1].

[1]: cite:1 ""Citation-1""","Hi there! Looks like you need help from our IT. You may log an incident via <a href=""https://singtel.service-now.com/sp"" target=""_blank"">IT Assist</a> or call them via the hotline provided below:
IT Service Desk Hotline: 6838 3955
NCS IS Service Desk Hotline: 6776 9595
Alternatively, you may also try asking my sister, Iris. Simply click on the link <a href=""https://88168-stgp.singtel.com/it"" target=""_blank"">here</a> to be redirected.",36.50816698074341,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
What is the CPF rate for age 55,"For employees aged 55, the CPF (Central Provident Fund) contribution rates in Singapore are as follows:

### For employees aged 55 to 60:
- **Employer's contribution rate**: 14%
- **Employee's contribution rate**: 14%
- **Total contribution rate**: 28%

### For employees aged 60 to 65:
- **Employer's contribution rate**: 10%
- **Employee's contribution rate**: 8.5%
- **Total contribution rate**: 18.5%

### For employees aged above 65:
- **Employer's contribution rate**: 7.5%
- **Employee's contribution rate**: 5%
- **Total contribution rate**: 12.5%

These rates are subject to change, so it's always a good idea to check the latest information on the official CPF Board website or consult with your HR department for the most accurate and up-to-date details.
AI-generated content may be incorrect","Based on the information provided, the CPF rate for age 55 is not explicitly mentioned. However, according to the CPF website, the CPF contribution rate for employees aged 55 and above is 12.5% of their gross salary, which is split equally between the employer and employee. Therefore, the CPF rate for age 55 is 6.25% of the employee's gross salary.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.service-now.com/hr?id=sc_cat_item&sys_id=7803e224db1b441058647b088c96197a&sysparm_category=6683f210dbd3041058647b088c96193f' target='_blank'> HR Assist </a>
- If you have any queries, please visit <a href='https://singtel.service-now.com/hr?id=sc_cat_item&sys_id=7803e224db1b441058647b088c96197a&sysparm_category=6683f210dbd3041058647b088c96193f' target='_blank'> HR Assist </a> to raise a ticket",41.83186097145081,8,Copilot accurately reflects the information provided in the source.,7,Copilot provides mostly accurate information but with minor errors.,9,Copilot presents information in a clear and understandable manner.,6,Copilot includes some irrelevant details.,8,Copilot provides a concise summary of the information.,10,Copilot delivers a great answer with room for improvement.
Can i apply Medical Leave with MC obtained from overseas? ,"Medical certificates from overseas medical clinics or hospitals are not recognized. Only medical certificates issued by overseas panel medical clinics may be recognized for Medical Leave applications [1].

[1]: cite:1 ""Citation-1""","Hi there! As a HR Assistant, I'm happy to help you with your questions. Based on the information provided, it seems that you are asking if you can apply for Medical Leave with a Medical Certificate (MC) obtained from overseas.

The answer is yes, you can apply for Medical Leave with an MC from overseas, but there are some conditions to note. According to the Medical Leave Policy, employees can apply for Medical Leave with an MC issued by a registered medical or dental practitioner. However, the policy also states that supporting documents or medical certificates from non-panel overseas clinics or hospitals are not recognized.

Therefore, if you obtain an MC from an overseas clinic or hospital that is not part of the company's panel, it may not be accepted for Medical Leave purposes. It's always best to check with your HR representative or the company's Medical Leave Policy to confirm the requirements and procedures for applying for Medical Leave with an MC from overseas.

Additionally, as mentioned in the policy, there is no half-day Medical, Sick, or Hospitalisation leave. Employees who are unwell may apply up to 3 days of non-consecutive sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement.

I hope this helps clarify things for you. If you have any further questions or concerns, please don't hesitate to reach out to me or your HR representative.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a>",38.45688672065735,7,Copilot accurately reflects the general policy but does not specify the conditions under which overseas medical certificates are accepted.,6,Copilot provides mostly accurate information but lacks detail on the acceptance of overseas panel medical clinics.,8,"Copilot presents information in a clear and understandable manner, though it could be more detailed.",7,Copilot includes relevant information but misses some specific details about the policy.,9,Copilot provides a concise summary of the information without unnecessary details.,7,Copilot delivers a good answer but could improve by including more specific details about the policy.
How do i refer someone to join Singtel?,"To refer someone to join Singtel, you can follow these steps: 
1. Visit the Singtel Group Career Portal to view available positions [1].
2. If you wish to refer a candidate, use the HRCentral Referral Tracking system to submit the referral before the interview process [1].
3. Ensure that the referred candidate applies online via the referral link you sent to qualify for the referral award [1].
4. The referred candidate will go through the standard screening and interview process before a final decision is made [1].

[1]: cite:1 ""Citation-1""","Hello! I'm Luis, a Human Resource (HR) Assistant at Singtel. If you're interested in referring someone to join Singtel, you can do so through our employee referral program called ""Refer A Friend."" Here's how it works:

1. Check the eligibility criteria: Before you start referring, make sure you're eligible to participate in the program. All regular and direct contractors of Singtel Group are eligible, except for temporary/agency contractors, employees involved in the hiring and selection process, employees within the HR and Global Resource Management departments, and senior and top management employees.
2. Look for available jobs: Check the Singtel Group Career Portal for available positions that match your friend's skills and interests. You can also search for job openings on various job search platforms like LinkedIn, Indeed, or Glassdoor.
3. Refer your friend: Once you've found a suitable job opening, click on the ""Refer Friend to Job"" feature on the job advertisement page. Enter your friend's contact details and a brief introduction, and submit the referral. Make sure to include your friend's resume and a cover letter highlighting their relevant skills and experience.
4. Track your referral: After submitting the referral, you can track its status through the HRCentral Referral Tracking system. You'll receive updates on the progress of your referral, including whether your friend has been shortlisted for an interview or offered a job.
5. Receive your reward: If your friend is successfully hired, you'll receive a referral award based on the grade level of the position they're hired for. The referral award ranges from SGD $800 to SGD $2,000, depending on the grade level.

Remember, all referrals must be submitted via HRCentral Career Opportunities before the interview process. Submissions through any other channels will not be eligible for the referral award. Good luck with your referral!

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",41.60134882926941,7,Copilot provides a general overview of the referral process but lacks specific details about eligibility and rewards.,6,Copilot's information is mostly accurate but misses key details such as eligibility criteria and specific steps for tracking referrals.,8,"Copilot presents the steps in a clear and understandable manner, though it could benefit from more detailed explanations.",7,Copilot's response is mostly relevant but omits some important details that would be useful for someone making a referral.,9,"Copilot provides a concise summary of the referral process, though it could include more specific details.",7,Copilot delivers a good answer but lacks some important details and specificity that would make it more useful.
how to make a complain against my boss?,"You can file a complaint against your boss by following these steps: 1. Report the incident to your Manager and People & Culture Partner. 2. If the allegation is against your manager, report the matter to the one-up Manager and People & Culture Partner [1].

[1]: cite:1 ""Citation-1""[""Anti-Discrimination%20and%20Workplace%20Harassment.pdf""]","Hello! I'm Luis, HR Assistant at Singtel. Sorry to hear that you're having issues with your boss. If you'd like to make a complaint against your boss, please follow these steps:

1. Review Singtel's policies: Before submitting a complaint, familiarize yourself with Singtel's policies and procedures, especially those related to workplace conduct and harassment. This will help you understand what behaviors are considered unacceptable and what steps you can take to address them.
2. Document incidents: Keep a record of all incidents involving your boss that you find concerning or inappropriate. Include dates, times, locations, and details of what happened. This documentation will be helpful in supporting your complaint.
3. Talk to your boss: If you feel comfortable, try talking to your boss about the issues you've experienced. It's possible that there's a misunderstanding that can be resolved through open communication. Be calm, professional, and specific about the behaviors that are causing you concern.
4. Report to HR: If talking to your boss doesn't work or if you don't feel comfortable addressing them directly, submit a complaint to HR. You can reach out to me, Luis, at [insert contact information], or your HR representative. Provide all relevant details, including the incidents you've documented.
5. Follow up: After submitting your complaint, follow up with HR to ensure that it's being investigated and addressed. Keep records of any correspondence or conversations related to your complaint.

Remember, Singtel takes workplace harassment and discrimination seriously, and we're committed to providing a safe and respectful work environment. Don't hesitate to speak up if you experience or witness inappropriate behavior.",39.774653625488284,7,Copilot accurately reflects the general process but lacks specific details that might be present in company policies.,6,Copilot provides generally accurate information but lacks specificity and may not apply universally.,8,"Copilot presents information in a clear and understandable manner, though it could be more detailed.",7,Copilot includes relevant steps but misses some potentially important details like documenting incidents.,9,Copilot provides a concise summary of the steps to file a complaint.,7,Copilot delivers a good answer but lacks some important details and specificity.
