Question,copilot_answer,luisgpt_answer,response_time,faithfulness_rating,faithfulness_reason,factualness_rating,factualness_reason,clarity_rating,clarity_reason,relevance_rating,relevance_reason,conciseness_rating,conciseness_reason,overall_rating,overall_reason
am I eligible for paid hospitalization leave?,"Hello! To be able to help you, I'll need you to sign in.","Yes, you are eligible for paid hospitalization leave. According to the provided information, employees are entitled to up to 60 days of hospitalization leave, inclusive of sick leave, per calendar year. This means that if you need to be hospitalized, you can use your sick leave entitlement to cover the duration of your hospitalization, and you will receive pay for the duration of your leave. However, do note that medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized, so you will need to provide a valid medical certificate from a recognized medical practitioner to support your leave application.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.094927978515625,2,Copilot does not provide any information related to the eligibility for paid hospitalization leave.,1,Copilot does not provide any factual information regarding the question asked.,5,"Copilot's response is clear in its request for the user to sign in, but it does not address the question.",1,Copilot's response is not relevant to the question about eligibility for paid hospitalization leave.,7,Copilot's response is concise but does not provide the necessary information.,2,Copilot fails to answer the question and does not provide relevant information about paid hospitalization leave.
When will I receive my Service Recognition Award?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, the answer to the question ""When will I receive my Service Recognition Award?"" is:

Employees will receive their Service Recognition Award (SRA) through their payroll in the following month of the same calendar year. For example, if you reached your 5 years’ service in January 2023, your cash award will be paid in February 2023 payroll.

You may refer to the policy at this link to find out more: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Recognition-Programs/Pages/Service%20Recognition%20Award.aspx></a>",0.22814364433288575,4,Copilot does not directly address the question about the Service Recognition Award.,5,"Copilot's response is factually correct in that it requests the user to sign in, but it does not provide any information about the award.",7,Copilot's response is clear in its request for the user to sign in.,3,Copilot's response is not relevant to the question about the Service Recognition Award.,8,"Copilot's response is concise and to the point, though it does not address the actual question.",4,Copilot's response is not effective in answering the question about the Service Recognition Award.
Is overseas MC recognized?,"Hello! To be able to help you, I'll need you to sign in.","Yes, overseas MC (Medical Certificate) is recognized for sick leave, but only if it is issued by a registered medical or dental practitioner during applications. However, medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized. Employees who are unwell may apply up to 3 days non-consecutive of sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement. If an employee has fully utilized their sick leave, they will need to apply for Annual Leave in the event that they fall sick again. If they have fully consumed their annual leave, they should apply for No Pay Leave.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.22320075035095216,2,Copilot does not provide any information related to the question about overseas MC recognition.,1,Copilot's response does not contain any factual information relevant to the question.,5,Copilot's response is clear but does not address the question.,1,Copilot's response is completely irrelevant to the question asked.,8,Copilot's response is concise but lacks any relevant content.,2,Copilot fails to answer the question and does not provide useful information.
how to apply for shared parental leave?,"Hello! To be able to help you, I'll need you to sign in.","Hello! As a Human Resource (HR) Assistant, I'm happy to help you with your query.

To apply for Shared Parental Leave, you and your wife should follow these steps:

1. Declare your decision to share your maternity leave at the Shared Parental Leave Allocation System (SPLAS) website: <<a href=""https://www.profamilyleave.msf.gov.sg/>"" target=""_blank"">https://www.profamilyleave.msf.gov.sg/></a>.
2. Once your declaration is made, no change is allowed thereafter.
3. After registering on SPLAS, print the registration form and provide a copy to your spouse.
4. A copy of the declaration form should be uploaded online via HRCentral when you submit your maternity leave for your direct manager's approval.
5. Your Government-Paid Maternity Leave entitlement will be adjusted to 12 weeks.

Please note that you and your wife should decide on your leave arrangements before the birth of your child, or within the 12 months of your child's birth.

If you have any further questions or concerns, please don't hesitate to reach out to me.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.22779173851013185,1,Copilot does not provide any information related to the question about applying for shared parental leave.,1,Copilot does not provide any factual information regarding the process of applying for shared parental leave.,5,"While the response is clear in its request for the user to sign in, it does not address the question asked.",1,The response is not relevant to the question about applying for shared parental leave.,8,The response is concise but does not provide the necessary information.,2,"Copilot fails to answer the question about applying for shared parental leave, making the response largely ineffective."
MC from overseas for sick leave,"Hello! To be able to help you, I'll need you to sign in.","Hi there! I'm Luis. I'm here to help you with your questions.

Regarding your question, ""MC from overseas for sick leave,"" I regret to inform you that medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized for sick leave purposes.

If you need to take sick leave, you can apply for up to 3 days of non-consecutive leave in a year without attaching a medical certificate, which will be deducted from your 14 days sick leave entitlement. However, if you have fully utilized your sick leave, you will need to apply for Annual Leave or No Pay Leave instead.

For more information, you can refer to our Medical Leave Policy on SharePoint. Do you have any other questions or concerns?

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Additional%20Leave.aspx#No-Pay-Leave' target='_blank'> Additional Leave </a> 
",0.11927194595336914,2,Copilot does not address the question about medical certificates from overseas for sick leave.,1,Copilot does not provide any factual information relevant to the question.,5,Copilot's response is clear but not relevant to the question.,1,Copilot's response is not relevant to the question about medical certificates for sick leave.,8,Copilot's response is concise but does not address the question.,2,Copilot fails to provide a useful answer to the question.
When can I apply for maternity leave?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, you can apply for maternity leave after informing your direct manager at least one month before your expected date of delivery (EDD). You will need to update your newborn's particulars and upload the birth certificate in HRCentral before applying for maternity leave via HRCentral Time Off. Additionally, you should discuss your leave plan with your direct manager and seek email approval prior to going on your maternity leave. Applications for maternity leave must be made in HRCentral after the birth of the child and submitted for approval along with the required documents.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Maternity%20Leave.aspx' target='_blank'> Maternity Leave </a> 
",0.23742313385009767,2,Copilot does not provide any information related to the question about maternity leave.,1,Copilot does not provide any factual information regarding maternity leave.,5,Copilot's response is clear but does not address the question.,1,Copilot's response is not relevant to the question asked.,8,Copilot's response is concise but lacks the necessary information.,2,Copilot fails to answer the question about maternity leave effectively.
What mobile subscription plans are eligible for Singtel $300?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, the following mobile subscription plans are eligible for Singtel $300:

1. Singtel mobile subscription (voice)
2. SIM only plan
3. SIM Only plus plan

However, the following mobile subscription plans are not eligible for Singtel $300:

1. GOMO plan
2. Mobile subscription for Broadband only

It's important to note that the mobile subscription must be for voice to be eligible for Singtel $300. Additionally, GOMO plan is not eligible for Singtel $300 as payment mode is by credit card.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Singtel-$300.aspx' target='_blank'> Singtel-$300 </a> 
",0.2278928279876709,2,Copilot does not provide any information related to the question about Singtel $300 eligibility.,1,Copilot's response is not factual as it does not address the question.,5,Copilot's response is clear but not relevant to the question.,1,Copilot's response is completely irrelevant to the question about mobile subscription plans.,5,Copilot's response is concise but does not provide any useful information.,2,Copilot fails to answer the question and provides an irrelevant response.
Can I take Flexible Family Leave for my children school holiday?,"Hello! To be able to help you, I'll need you to sign in.","Yes, you can take Flexible Family Leave (FFL) for your children's school holidays. According to the policy, FFL can be taken for various reasons, including school holidays. However, it's important to note that FFL is subject to approval by your manager, and you should ensure that your work responsibilities are properly covered before taking the leave. Additionally, if you are a part-time employee, your FFL entitlement will be pro-rated based on your FTE (full-time equivalent).

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Flexi%20Family%20Leave.aspx' target='_blank'> Flexi Family Leave </a> 
",0.25150771141052247,2,Copilot does not address the question about Flexible Family Leave for children's school holidays.,1,Copilot does not provide any factual information regarding the leave policy.,5,Copilot's response is clear but does not provide any useful information.,1,Copilot's response is not relevant to the question asked.,7,Copilot's response is concise but lacks necessary information.,2,Copilot fails to provide a useful answer to the question.
I need to raise IT TIcket.  Please provide me the link.,"Hello! To be able to help you, I'll need you to sign in.","Sure, here's the link to raise an IT ticket: <<a href=""https://singtel.service-now.com/sp>"" target=""_blank"">https://singtel.service-now.com/sp></a>. You can also contact the IT Service Desk Hotline at 6838 3955 or NCS IS Service Desk Hotline at 6776 9595 for assistance. Alternatively, you can try asking my sister, Iris, by clicking on this link: <<a href=""https://88168-stgp.singtel.com/it>"" target=""_blank"">https://88168-stgp.singtel.com/it></a>.",0.2257852077484131,2,Copilot does not provide the requested link to raise an IT ticket.,3,"Copilot's response is factually correct in that it asks the user to sign in, but it does not address the actual request.",5,Copilot's response is clear but does not provide the necessary information.,2,Copilot's response is not relevant to the user's request for a link to raise an IT ticket.,7,Copilot's response is concise but lacks the required information.,3,Copilot's response is not effective as it does not provide the requested link or relevant information.
Is medical certificate issued by Traditional Chinese Medicine (TCM) recognized for medical leave?,"Hello! To be able to help you, I'll need you to sign in.","No, medical certificates issued by Traditional Chinese Medicine (TCM) clinics will not be recognized for medical leave. However, you may claim for TCM consultations from recognized TCM clinics, which are limited to 5 per year capped at S$20 per visit for yourself. If your dependents are insured, the combined TCM visits by your dependents would be limited to a total of 5 per year. Recognized Traditional Chinese Medicine (TCM) clinics are those registered with the TCM Practitioners Board. The list is available on their website. All medical claims are to be submitted through the Darwin portal.

Additionally, you can check out the following links for more information:
- [Darwin](https://ssl2.perquisite.net/RewardCentre/M/Login#/) 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/New%20Medical%20Benefits/Espresso%20Update%20Nov%202019/Claim%20Submissions%20%26%20Balances.pdf' target='_blank'> Claim Submissions %26 Balances.pdf </a> 
- <a href='https://ssl2.perquisite.net/RewardCentre/M/Login#/' target='_blank'> https://ssl2.perquisite.net/RewardCentre/M/Login#/ </a> 
- <a href='http://www.tcmpb.gov.sg/tcm/' target='_blank'> http://www.tcmpb.gov.sg/tcm/ </a> 
",0.220338773727417,1,Copilot does not address the question about the recognition of medical certificates issued by Traditional Chinese Medicine (TCM).,1,Copilot does not provide any factual information relevant to the question.,2,Copilot's response is clear but does not provide any useful information related to the question.,1,Copilot's response is completely irrelevant to the question asked.,1,"While concise, Copilot's response fails to provide any relevant information.",1,Copilot's response is not useful as it does not address the question at all.
How do I withdraw my resignation?,"Hello! To be able to help you, I'll need you to sign in.","Hi there! I'm Luis. If you've tendered your resignation and would like to withdraw it, you can do so by following these steps:

1. Go to HRCentral > Home > Employee Info > click on ""Take Action"" on the upper right-hand side of the banner > select ""Termination of Service"" and complete the following steps:
	* Select your Date Notice Given i.e. date of resignation;
	* Select your Termination Date / Last Day of Service;
	* Select your Termination Reason from the drop-down list;
	* Click Submit;
	* Input comments, if any;
	* Click Confirm.
2. A workflow will be sent to your Direct Manager. The system will auto-approved after 7 days if there is no action from your Direct Manager. An email notification will be sent to you once approved.

Alternatively, you can approach your People Partner, **<HR Manager Preferred Name> <HR Manager Last Name>** for assistance. You can contact them at:

* Email: <a href=""mailto:<HR Manager Email ID>"" target=""_blank""><HR Manager Email ID></a>
* Business Phone: HR Manager Business Phone
* Business Mobile: <HR Manager Business Mobile>

Please note that if your resignation has already been approved, you will need to inform your People Partner to withdraw your resignation. They will be able to guide you through the process and provide you with the necessary forms and instructions.

I hope this helps! Let me know if you have any further questions.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.2376124382019043,2,Copilot does not address the question of how to withdraw a resignation.,1,Copilot's response is not factually relevant to the question asked.,5,"While the response is clear, it does not provide the needed information.",1,The response is not relevant to the question about withdrawing a resignation.,8,The response is concise but lacks the necessary information.,2,Copilot fails to provide a useful answer to the question.
Wnen can I receive my salary?,"Hello! To be able to help you, I'll need you to sign in.","Based on the information provided, you can receive your salary on the 25th of each month, provided that you have joined before the payroll cutoff date. If you have not received your salary by the 25th, you can check with the Payroll Team via HR Assist > <a href=""https://singtel.service-now.com/hr?sysparm_stack=no&sys_id=6683f210dbd3041058647b088c96193f&catalog_id=-1&id=sc_category"" target=""_blank"">Payroll and Tax</a> for assistance. Additionally, you can also check your HRCentral account for any updates on your payroll status.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Remuneration/Pages/Payroll.aspx' target='_blank'> Payroll </a> 
",0.23981900215148927,2,Copilot does not provide any information related to the question about salary.,1,Copilot's response is not factually relevant to the question asked.,5,Copilot's response is clear but does not answer the question.,1,Copilot's response is not relevant to the question about receiving salary.,8,Copilot's response is concise but lacks the necessary information.,2,Copilot's response is not helpful in answering the question about salary.
How do I change my marital status?,"Hello! To be able to help you, I'll need you to sign in.","To change your marital status, you can follow these steps:

1. Go to HRCentral > Home > Employee Info > Scroll to the ""**Personal Details**"" section.
2. Click the pencil icon of the ""**Personal Information**"" portlet.
3. At the pop-up window, change the default effective date of change to your date of marriage.
4. Update your Marital Status and Marital Status Effective Date.
5. Scan and attach a copy of the marriage certificate via HRCentral > Home > Employee Info > Attachment > Personal Attachment > Click on the pencil icon to add documents.
6. Confirm your request.

You will be notified via email once SG Ops Team (HRSS) has verified and approved the change.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.2433804988861084,2,Copilot does not provide any information on how to change marital status.,1,Copilot's response is not factually correct as it does not address the question.,5,Copilot's response is clear but does not provide the necessary information.,1,Copilot's response is not relevant to the question asked.,8,Copilot's response is concise but lacks the required information.,2,Copilot's response is not helpful in answering the question about changing marital status.
What is my medical benefits?,"Hello! To be able to help you, I'll need you to sign in.","Hi there! 😊

As a Regular employee, you are entitled to medical benefits, which include:

* Medical coverage for yourself and your dependents (spouse and children)
* Personal accident insurance
* Term life insurance

You can find more details about the medical plans and enrolment process by clicking on the following links:

* <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Benefits%20for%20Regular%20Employees.aspx"" target=""_blank"">Regular employee</a>
* <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Benefits%20for%20Re-employed%20Employees.aspx"" target=""_blank"">Re-employed employee</a>
* <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/Benefits%20for%20Fixed-Term%20Employees.aspx"" target=""_blank"">Fixed-Term employee</a>

You can also refer to the FAQs on medical benefits program <a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Benefits/Pages/New%20Medical%20Benefits/Espresso%20Update%20Nov%202019/Espresso%20Update%20-%20Mar%202020%20Onwards/FAQs%20on%20FY23%20Medical%20Benefits%20Program.pdf"" target=""_blank"">Link</a>

If you have any further questions, feel free to ask me! 😊

Additionally, you can check out the following links for more information:
- <a href=""https://singtel.sharepoint.com/Pages/default.aspx"" target=""_blank""> Espresso </a> 
",0.22374815940856935,2,Copilot does not provide any specific information about medical benefits.,1,Copilot does not provide any factual information regarding the medical benefits.,5,Copilot's response is clear but does not address the question asked.,1,Copilot's response is not relevant to the question about medical benefits.,8,Copilot's response is concise but lacks necessary details.,2,Copilot fails to provide a useful answer to the question about medical benefits.
Can I claim for mobile phone bill expenses?,"Hello! To be able to help you, I'll need you to sign in.","Yes, you can claim for mobile phone bill expenses if you use your personal mobile phone for official calls. However, you will need to submit itemized receipts/supporting documents and ensure that the claims do not exceed 3 months from the date of expenses being incurred. Additionally, you should register your mobile line with Singtel Mobile Singapore Pte Ltd. to be eligible for reimbursement.",0.25191707611083985,2,Copilot's response does not address the question about claiming mobile phone bill expenses.,1,Copilot's response does not provide any factual information relevant to the question.,5,"While the response is clear, it is not relevant to the question asked.",1,The response is not relevant to the question about claiming mobile phone bill expenses.,8,The response is concise but does not answer the question.,2,Copilot's response fails to address the question and lacks relevant information.
Why I am unable to apply annual leave after I have tendered my resignation?,"Hello! To be able to help you, I'll need you to sign in.","Based on the information provided, it appears that you are unable to apply annual leave after tendering your resignation because the system will not allow it. According to the Annual Leave Policy, leave encashment will be paid to you in the following payroll month if you are unable to consume your annual leave balance before the end of your notice period due to exigencies of work. However, it is not specified how the leave encashment will be computed or how much leave you will be able to encash. It is recommended that you approach your People Partner to clarify/rectify any discrepancies or to get more information about the leave encashment process.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Annual%20Leave.aspx' target='_blank'> Annual Leave </a> 
",0.08644695281982422,2,Copilot does not address the question about why annual leave cannot be applied after resignation.,1,Copilot does not provide any factual information related to the question.,5,Copilot's response is clear but does not provide any useful information related to the question.,1,Copilot's response is not relevant to the question asked.,8,Copilot's response is concise but lacks necessary information.,2,Copilot's response is not helpful in answering the question about annual leave after resignation.
What is the exit clearance process,"Hello! To be able to help you, I'll need you to sign in.","The exit clearance process is outlined in the Offboarding Guide, which can be found on the Singtel SharePoint site. For Singtel employees, the guide is located at <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/policies/employment/pages/leaving%20employment.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/policies/employment/pages/leaving%20employment.aspx></a>. For Managers, the guide is located at <<a href=""https://singtel.sharepoint.com/sites/hush_hrresourcingservices/Pages/Offboarding.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/hush_hrresourcingservices/Pages/Offboarding.aspx></a>. It is important to follow the instructions in the guide, as there are important actions required from you. You can also approach your People Partner for assistance.",0.2290815830230713,2,Copilot does not provide any information related to the exit clearance process.,1,Copilot's response is factually incorrect as it does not address the question.,5,"While the response is clear, it is not relevant to the question asked.",1,The response is completely irrelevant to the question about the exit clearance process.,8,The response is concise but does not provide useful information.,2,Copilot fails to answer the question and does not provide relevant information.
How many days of Annual Leave do i have?,"Hello! To be able to help you, I'll need you to sign in.","Based on the information provided, it appears that the employee has 18 days of annual leave per year. However, the exact number of days of annual leave that the employee has available may depend on their start date, end date, and any previous leave taken. It's also important to note that annual leave is pro-rated for new hires and employees who are leaving the company.

To get an accurate answer to your question, you may want to use the Leave Calculator provided by Singtel, which can help you calculate your earned annual leave and leave balance for the relevant period. Alternatively, you can contact HR to get an update on your leave balance.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Annual%20Leave.aspx' target='_blank'> Annual Leave </a> 
- <a href='https://singtel.sharepoint.com/:x:/r/sites/app_hrsingtel/Policies/Leave/_layouts/15/Doc.aspx?sourcedoc=%7BC53CD88E-6037-4B65-A12E-F71121126814%7D&file=Leave%20Calculator_Termination.xlsx&action=default&mobileredirect=true' target='_blank'> Doc </a> 
",0.21640415191650392,2,Copilot does not provide any information about the number of annual leave days; it only asks the user to sign in.,1,Copilot does not provide any factual information regarding the annual leave days.,5,Copilot's response is clear but does not address the question asked.,2,Copilot's response is mostly irrelevant to the question about annual leave days.,8,Copilot's response is concise but lacks the necessary information.,3,Copilot fails to provide the required information about annual leave days and only asks the user to sign in.
Please provide me the operating hours for NCS clinic,"Hello! To be able to help you, I'll need you to sign in.","Sure, here's the answer:

The operating hours for NCS clinic are as follows:

Monday - Friday: 8:30 AM - 5:30 PM

Please note that the clinic may have different operating hours during public holidays or special events, so it's always best to call ahead to confirm their hours before visiting. You can reach them at 6570 4000.",0.23506803512573243,2,"Copilot does not provide the operating hours for NCS clinic, which is the information requested.",1,Copilot does not provide any factual information regarding the operating hours of NCS clinic.,5,"Copilot's response is clear in its request for the user to sign in, but it does not address the question.",1,Copilot's response is not relevant to the question about operating hours.,7,Copilot's response is concise but does not provide the necessary information.,2,"Copilot fails to answer the question about operating hours, making the response largely ineffective."
Salary not transmit to may bank account,"Hello! To be able to help you, I'll need you to sign in.","Sorry to hear that your salary has not been transmitted to your Maybank account. Here are some possible reasons and solutions:

1. Incorrect bank account details: Make sure that your bank account details, including the bank branch code and account number, are correct and up-to-date in HRCentral. You can check and update your bank account details by following these steps:

a. Log in to HRCentral > Home > Employee Info > Payment Details.

b. Click on the pencil icon next to ""Payment Information.""

c. Input the effective date of change.

d. Select the new bank and branch code from the drop-down list of Routing Number.

e. Input your new bank Account Number.

f. No need to change the Processing Type and Payment Method.

g. Click Save and the change request will be submitted.
2. Payroll cut-off date: Ensure that you have submitted your request before the monthly payroll cut-off date. You can check the payroll cut-off date via this link: <<a href=""https://singtel.sharepoint.com/sites/app_hrsingtel/policies/remuneration/pages/payroll.aspx>"" target=""_blank"">https://singtel.sharepoint.com/sites/app_hrsingtel/policies/remuneration/pages/payroll.aspx></a>.
3. Approval: Your request may be pending approval from Payroll Admin. You can check the status of your request by logging in to HRCentral > Home > Employee Info > Payment Details. If it's still pending approval, please follow up with Payroll Admin.
4. Bank rejection: It's possible that your bank has rejected the transaction due to incorrect bank account details or other reasons. Check with your bank to see if there are any issues with your account, and ensure that your bank account details are correct in HRCentral.

If none of the above solutions work, please submit a ticket to HR Assist, and we'll be happy to assist you further.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
- <a href='https://singtel.sharepoint.com/sites/app_grouphr/hrcentral/Documents/Quick%20Guide%20for%20Employees_Payroll_bankaccountno.pdf' target='_blank'> Quick Guide for Employees_Payroll_bankaccountno.pdf </a> 
",0.23026008605957032,5,Copilot's response does not directly address the issue of the salary not being transmitted to the bank account.,5,"Copilot's response is factually correct in asking the user to sign in, but it does not provide any specific information or steps related to the salary issue.",7,Copilot's response is clear but lacks detail and context.,3,Copilot's response is not very relevant to the specific issue of salary transmission to the bank account.,9,Copilot's response is concise but overly simplistic for the given issue.,4,Copilot's response is not very helpful in addressing the user's specific issue with salary transmission.
How to book a flight and hotel accommodation?,"Hello! To be able to help you, I'll need you to sign in.","Based on the provided information, it appears that Singtel has a Travel Desk that handles hotel bookings for employees. Therefore, to book a flight and hotel accommodation, employees should contact the Travel Desk for assistance.

Here's a step-by-step guide on how to book a flight and hotel accommodation through Singtel's Travel Desk:

1. Contact the Travel Desk: Reach out to the Travel Desk via email or phone call to inform them of your travel plans and requirements.
2. Provide travel details: Provide the Travel Desk with your travel dates, destination, and any other relevant details such as the number of people traveling, preferred airline, and hotel preferences.
3. Request hotel booking: Ask the Travel Desk to book a hotel for you based on your preferences and budget. They will provide you with a list of available hotels and their rates.
4. Choose a hotel: Select a hotel from the list provided by the Travel Desk and confirm the booking.
5. Book flights: The Travel Desk will also assist with booking flights for you. Provide them with your preferred flight schedule, airline, and seat preferences.
6. Receive booking confirmation: Once the booking is confirmed, the Travel Desk will provide you with a booking confirmation email or letter.
7. Pay for expenses: You will need to pay for your flight and hotel expenses according to the payment terms agreed upon by your company and the Travel Desk.

It's important to note that Singtel's Travel Desk may have specific procedures and policies for booking flights and hotels, so it's best to consult with them directly for more information. Additionally, it's always a good idea to double-check the booking details and payment terms before finalizing your travel arrangements.",0.2393955707550049,2,Copilot does not address the question directly and instead asks the user to sign in.,1,Copilot does not provide any factual information related to booking a flight and hotel accommodation.,5,Copilot's response is clear but not relevant to the question asked.,1,Copilot's response is not relevant to the question about booking a flight and hotel accommodation.,8,Copilot's response is concise but lacks the necessary information.,2,Copilot fails to provide a useful answer to the question.
Unable to view my credit card transaction in the Concur expense system,"Hello! To be able to help you, I'll need you to sign in.","Hello! I'm Luis, a Human Resource Assistant. Sorry to hear that you're having trouble viewing your credit card transaction in the Concur expense system.

To assist you better, could you please provide me with more information regarding your issue? Here are some questions that might help me understand your concern:

1. Have you checked your Concur account to see if the transaction is visible under the ""Available Expenses"" tab?
2. Have you ensured that the transaction date falls within the date range of the statement you're trying to view?
3. Are you using the correct login credentials to access your Concur account?
4. Have you checked your email inbox to see if there are any notifications or messages from Concur regarding your transaction?
5. Are you sure that the transaction was processed and uploaded successfully to Concur?

Once I have more information about your issue, I'll do my best to assist you further.

Additionally, you can check out the following links for more information:
- To access HRCentral, you may visit Espresso > Self-service > HRCentral 
",0.2193600654602051,5,Copilot's response does not directly address the issue of viewing credit card transactions in the Concur expense system.,5,"Copilot's response is factually correct in asking the user to sign in, but it does not provide any specific information related to the issue.",8,"Copilot's response is clear and easy to understand, but it lacks detail.",4,Copilot's response is only partially relevant as it does not address the specific issue of viewing credit card transactions.,9,Copilot's response is concise but overly simplistic for the given issue.,5,Copilot's response is clear and concise but does not effectively address the user's issue.
I want to apply for EP,"Hello! To be able to help you, I'll need you to sign in.","Sure, here's a possible response:

""Hi there! I'm Luis, HR Assistant. If you're interested in applying for an Employment Pass (EP), you can find more information and submit your application through the Ministry of Manpower's (MOM) website. Here's a step-by-step guide to help you with the process:

1. Visit the MOM website (<<a href=""https://www.mom.gov.sg/>)"" target=""_blank"">https://www.mom.gov.sg/>)</a> and click on 'Employment Pass' under the 'Work Permits and Passes' tab.
2. Click on 'Apply for an Employment Pass' and select the relevant category of EP you wish to apply for.
3. Fill in the online application form and upload the required documents, including your passport, education certificates, and proof of work experience.
4. Pay the application fee and submit your application.
5. Wait for the MOM to process your application and inform you of the outcome.

If you have any questions or concerns about the application process, you can contact the MOM's Customer Service Centre at 1800-211-3333 or email them at <a href=""mailto:mom_fmmd@mom.gov.sg"" target=""_blank""> mom_fmmd@mom.gov.sg</a>.

Additionally, as a Singtel employee, you can also reach out to our HR Employ Team at <a href=""mailto:hremployteam@singtel.com"" target=""_blank"">hremployteam@singtel.com</a> for assistance with your EP application.

I hope this helps! Let me know if you have any further questions.""",0.23099727630615235,5,Copilot does not directly address the question about applying for an Employment Pass (EP).,4,Copilot does not provide any factual information related to the EP application process.,7,Copilot's response is clear but not informative regarding the EP application.,3,Copilot's response is mostly irrelevant to the user's query about applying for an EP.,9,Copilot's response is concise but lacks necessary details.,4,Copilot's response is not helpful for someone looking to apply for an EP.
is overseas mc recognized?,"Hello! To be able to help you, I'll need you to sign in.","Yes, overseas MC (Medical Certificate) is recognized for sick leave, but only if it is issued by a registered medical or dental practitioner during applications. However, medical certificates from overseas medical clinics or hospitals (except for overseas panel medical clinics) are not recognized. Employees who are unwell may apply up to 3 days non-consecutive of sick leave in a year without having to attach a medical certificate, which will be deducted from their 14 days sick leave entitlement. If an employee has fully utilized their sick leave, they will need to apply for Annual Leave or No Pay Leave in the event that they fall sick again.

Additionally, you can check out the following links for more information:
- <a href='https://singtel.sharepoint.com/sites/app_hrsingtel/Policies/Leave/Pages/Medical%20Leave.aspx' target='_blank'> Medical Leave </a> 
",0.09851164817810058,2,"Copilot does not address the question about the recognition of overseas MCs. It instead asks the user to sign in, which is not relevant to the question.",1,Copilot does not provide any factual information related to the question.,3,"While the response is clear, it is not relevant to the question asked.",1,The response is not relevant to the question about the recognition of overseas MCs.,5,The response is concise but does not provide any useful information related to the question.,2,Copilot fails to answer the question and provides an irrelevant response.
